Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Generation Charge,Transmission Charge,Transmission Charge,Distribution Charge,Distribution Charge,Supply Charge,Supply Charge,Metering Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Lifeline Discount,Special Discount,Power Factor Adj,Power Factor Adj,Supply Period,Supply Period Start,Supply Period End,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,For Lifeline: Applicable Discounts,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,kWh Attributable,kW Attributable
Unit,,,,,,,per kWh,per kWh,per kW,per kWh,per kW,per kWh,per cust/mo,per kWh,per cust/mo,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,%,Penalty,Disc,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,per kWh,per kWh,per kWh,,
68,General Service B,General Service B,5.0,40.0,,,5.4121,,282.89,0.1541,267.23,,418.61,,408.30,0.5579,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,,,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,1.1073,0.0
69,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,5.4121,,315.29,0.1541,267.23,,952.39,,957.20,0.5579,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,1.4%,0.7%,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,1.1073,0.0
70,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,5.4121,,315.29,0.1541,267.23,,"3,950.15",,"3,972.30",0.5579,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,1.4%,0.7%,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,1.1073,0.0
71,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,5.4121,,322.13,0.0578,205.83,,952.39,,957.20,0.2269,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,1.4%,0.7%,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,0.7763,0.0
72,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,5.4121,,322.13,0.0578,205.83,,"3,950.15",,"3,972.30",0.2269,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,1.4%,0.7%,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,0.7763,0.0
73,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,5.4121,,322.13,0.0578,205.83,,"14,340.72",,"13,606.92",0.2269,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,1.4%,0.7%,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,0.7763,0.0
74,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,5.4121,,360.38,0.0578,205.83,,952.39,,957.20,0.2269,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,1.4%,0.7%,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,0.7763,0.0
75,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,5.4121,,360.38,0.0578,205.83,,"3,950.15",,"3,972.30",0.2269,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,1.4%,0.7%,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,0.7763,0.0
76,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,5.4121,,360.38,0.0578,205.83,,"14,340.72",,"13,606.92",0.2269,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,1.4%,0.7%,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,0.7763,0.0
77,GP 115 KV / 69 KV,GP 115 KV / 69 KV,,,,,5.4121,,277.52,0.0578,161.50,,"14,340.72",,"13,606.92",0.0678,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,3%,1.4%,0.7%,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,0.6172,0.0
78,GHMSCI,GHMSCI,,,,,5.4121,1.1277,,0.9767,,,313.93,,313.78,0.5579,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,,,,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,1.1073,0.0
79,FLAT STREETLIGHTS,Per kWh,,,,,5.4121,0.9403,,2.2630,,0.7319,,,,0.5579,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,,,,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,1.8392,0.0
80,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,227.31,39.49,,95.05,,30.74,,,,23.43,6.56,0.11,8.14,1.71,6.56,0.0042,,,,,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,77.2542,0.0
81,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,362.61,63.00,,151.62,,49.04,,,,37.38,10.46,0.17,12.98,2.72,10.47,0.0067,,,,,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,123.22670000000001,0.0
82,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,606.16,105.31,,253.46,,81.97,,,,62.48,17.48,0.28,21.71,4.55,17.51,0.0112,,,,,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,205.9912,0.0
83,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,941.71,163.61,,393.76,,127.35,,,,97.07,27.16,0.44,33.72,7.06,27.20,0.0174,,,,,Apr-2015,03-26-2015,04-25-2015,,,,,,,,,,,,,,,,,,320.01739999999995,0.0
84,Residential,0 TO 20 KWH,,,0.0,20,4.0966,0.9549,,1.0012,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,,,100.00%,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.7715,0.0
85,Residential,21 TO 50 KWH,,,21.0,50,4.0966,0.9549,,1.0012,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,,,50.00%,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.7715,0.0
86,Residential,51 TO 70 KWH,,,51.0,70,4.0966,0.9549,,1.0012,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,,,35.00%,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.7715,0.0
87,Residential,71 TO 100 KWH,,,71.0,100,4.0966,0.9549,,1.0012,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,,,20.00%,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.7715,0.0
88,Residential,101 TO 200 KWH,,,101.0,200,4.0966,0.9549,,1.0012,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.8725999999999998,0.0
89,Residential,201 TO 300 KWH,,,201.0,300,4.0966,0.9549,,1.3183,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.8725999999999998,0.0
90,Residential,301 TO 400 KWH,,,301.0,400,4.0966,0.9549,,1.6175,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.8725999999999998,0.0
91,Residential,OVER 400 KWH,,,400.0,,4.0966,0.9549,,2.1387,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.8725999999999998,0.0
92,General Service A,0 TO 200 KWH,,,0.0,200,4.0966,0.9549,,1.0012,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,5%,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.8725999999999998,0.0
93,General Service A,201 TO 300 KWH,,,201.0,300,4.0966,0.9549,,1.3183,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,5%,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.8725999999999998,0.0
94,General Service A,301 TO 400 KWH,,,301.0,400,4.0966,0.9549,,1.6175,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,5%,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.8725999999999998,0.0
95,General Service A,OVER 400 KWH,,,400.0,,4.0966,0.9549,,2.1387,,0.5085,16.73,0.3377,5.00,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,5%,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.8725999999999998,0.0
96,General Service B,General Service B,5.0,40.0,,,4.0966,,295.8685,0.1368,237.15,,371.48,,362.34,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.0264,0.0
97,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,4.0966,,325.7420,0.1368,237.15,,845.17,,849.44,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.0264,0.0
98,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,4.0966,,325.7420,0.1368,237.15,,"3,505.46",,"3,525.12",0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.0264,0.0
99,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,4.0966,,325.7420,0.1368,237.15,,"12,726.30",,"12,075.11",0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.0264,0.0
100,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,4.0966,,332.0657,0.0513,182.66,,845.17,,849.44,0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,0.7474,0.0
101,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,4.0966,,332.0657,0.0513,182.66,,"3,505.46",,"3,525.12",0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,0.7474,0.0
102,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,4.0966,,332.0657,0.0513,182.66,,"12,726.30",,"12,075.11",0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,0.7474,0.0
103,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,4.0966,,368.5380,0.0513,182.66,,845.17,,849.44,0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,0.7474,0.0
104,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,4.0966,,368.5380,0.0513,182.66,,"3,505.46",,"3,525.12",0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,0.7474,0.0
105,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,4.0966,,368.5380,0.0513,182.66,,"12,726.30",,"12,075.11",0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,0.7474,0.0
106,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,4.0966,,285.4875,0.0513,143.32,,"3,505.46",,"3,525.12",0.0453,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,0.6228,0.0
107,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,4.0966,,285.4875,0.0513,143.32,,"12,726.30",,"12,075.11",0.0453,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,3%,1.4%,0.7%,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,0.6228,0.0
108,GHMSCI,GHMSCI,,,,,4.0966,1.1381,,0.8667,,,278.59,,278.46,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.0264,0.0
109,FLAT STREETLIGHTS,Per kWh,,,,,4.0966,0.9638,,2.0082,,0.6495,,,,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,1.6759,0.0
110,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,172.06,40.48,,84.34,,27.28,,,,18.85,6.56,0.11,8.14,5.21,4.24,0.0042,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,70.3942,0.0
111,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,274.47,64.57,,134.55,,43.52,,,,30.08,10.46,0.17,12.98,8.31,6.77,0.0067,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,112.2967,0.0
112,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,458.82,107.95,,224.92,,72.74,,,,50.28,17.48,0.28,21.71,13.89,11.31,0.0112,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,187.7012,0.0
113,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,712.81,167.70,,349.43,,113.01,,,,78.11,27.16,0.44,33.72,21.58,17.57,0.0174,,,,,Apr-2016,03-26-2016,04-25-2016,,,,,,,,,,,,,,,,,,291.6074,0.0
114,Residential,0 TO 20 KWH,,,0.0,20,5.0965,0.8298,,1.0012,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,,,100.00%,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.8233000000000001,0.0
115,Residential,21 TO 50 KWH,,,21.0,50,5.0965,0.8298,,1.0012,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,,,50.00%,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.8233000000000001,0.0
116,Residential,51 TO 70 KWH,,,51.0,70,5.0965,0.8298,,1.0012,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,,,35.00%,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.8233000000000001,0.0
117,Residential,71 TO 100 KWH,,,71.0,100,5.0965,0.8298,,1.0012,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,,,20.00%,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.8233000000000001,0.0
118,Residential,101 TO 200 KWH,,,101.0,200,5.0965,0.8298,,1.0012,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.948,0.0
119,Residential,201 TO 300 KWH,,,201.0,300,5.0965,0.8298,,1.3183,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.948,0.0
120,Residential,301 TO 400 KWH,,,301.0,400,5.0965,0.8298,,1.6175,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.948,0.0
121,Residential,OVER 400 KWH,,,400.0,,5.0965,0.8298,,2.1387,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.948,0.0
122,General Service A,0 TO 200 KWH,,,0.0,200,5.0965,0.8298,,1.0012,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,5%,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.948,0.0
123,General Service A,201 TO 300 KWH,,,201.0,300,5.0965,0.8298,,1.3183,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,5%,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.948,0.0
124,General Service A,301 TO 400 KWH,,,301.0,400,5.0965,0.8298,,1.6175,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,5%,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.948,0.0
125,General Service A,OVER 400 KWH,,,400.0,,5.0965,0.8298,,2.1387,,0.5085,16.73,0.3377,5.00,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,5%,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.948,0.0
126,General Service B,General Service B,5.0,40.0,,,5.0965,,261.5285,0.1368,237.15,,371.48,,362.34,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.1018,0.0
127,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,5.0965,,284.2620,0.1368,237.15,,845.17,,849.44,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.1018,0.0
128,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,5.0965,,284.2620,0.1368,237.15,,"3,505.46",,"3,525.12",0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.1018,0.0
129,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,5.0965,,284.2620,0.1368,237.15,,"12,726.30",,"12,075.11",0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.1018,0.0
130,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,5.0965,,283.8057,0.0513,182.66,,845.17,,849.44,0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,0.8027,0.0
131,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,5.0965,,283.8057,0.0513,182.66,,"3,505.46",,"3,525.12",0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,0.8027,0.0
132,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,5.0965,,283.8057,0.0513,182.66,,"12,726.30",,"12,075.11",0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,0.8027,0.0
133,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,5.0965,,316.8280,0.0513,182.66,,845.17,,849.44,0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,0.8027,0.0
134,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,5.0965,,316.8280,0.0513,182.66,,"3,505.46",,"3,525.12",0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,0.8027,0.0
135,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,5.0965,,316.8280,0.0513,182.66,,"12,726.30",,"12,075.11",0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,0.8027,0.0
136,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,5.0965,,233.7775,0.0513,143.32,,"3,505.46",,"3,525.12",0.0504,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,0.6515,0.0
137,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,5.0965,,233.7775,0.0513,143.32,,"12,726.30",,"12,075.11",0.0504,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,3%,1.4%,0.7%,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,0.6515,0.0
138,GHMSCI,GHMSCI,,,,,5.0965,1.0142,,0.8667,,,278.59,,278.46,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.1018,0.0
139,FLAT STREETLIGHTS,Per kWh,,,,,5.0965,0.8355,,2.0082,,0.6495,,,,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,1.7513,0.0
140,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,214.05,35.09,,84.34,,27.28,,,,21.03,6.56,0.11,8.14,5.21,5.23,0.0042,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,73.5642,0.0
141,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,341.47,55.98,,134.55,,43.52,,,,33.55,10.46,0.17,12.98,8.31,8.35,0.0067,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,117.3467,0.0
142,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,570.81,93.58,,224.92,,72.74,,,,56.08,17.48,0.28,21.71,13.89,13.96,0.0112,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,196.1512,0.0
143,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,886.79,145.38,,349.43,,113.01,,,,87.12,27.16,0.44,33.72,21.58,21.68,0.0174,,,,,Apr-2017,03-26-2017,04-25-2017,,,,,,,,,,,,,,,,,,304.7274,0.0
144,Residential,0 TO 20 KWH,,,0.0,20,5.4735,0.8739,,1.0012,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,,,100.00%,,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9252999999999998,0.0
145,Residential,21 TO 50 KWH,,,21.0,50,5.4735,0.8739,,1.0012,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,,,50.00%,,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9252999999999998,0.0
146,Residential,51 TO 70 KWH,,,51.0,70,5.4735,0.8739,,1.0012,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,,,35.00%,,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9252999999999998,0.0
147,Residential,71 TO 100 KWH,,,71.0,100,5.4735,0.8739,,1.0012,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,,,20.00%,,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9252999999999998,0.0
148,Residential,101 TO 200 KWH,,,101.0,200,5.4735,0.8739,,1.0012,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0369,0.0
149,Residential,201 TO 300 KWH,,,201.0,300,5.4735,0.8739,,1.3183,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0369,0.0
150,Residential,301 TO 400 KWH,,,301.0,400,5.4735,0.8739,,1.6175,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0369,0.0
151,Residential,OVER 400 KWH,,,400.0,,5.4735,0.8739,,2.1387,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0369,0.0
152,General Service A,0 TO 200 KWH,,,0.0,200,5.4735,0.8739,,1.0012,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,5%,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0369,0.0
153,General Service A,201 TO 300 KWH,,,201.0,300,5.4735,0.8739,,1.3183,,0.5085,16.73,0.3377,5.00,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,5%,,,Apr-2018,03-26-2018,04-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0369,0.0
