Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Generation Charge,Transmission Charge,Transmission Charge,Distribution Charge,Distribution Charge,Supply Charge,Supply Charge,Metering Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Lifeline Discount,Special Discount,Power Factor Adj,Power Factor Adj,Supply Period,Supply Period Start,Supply Period End,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,For Lifeline: Applicable Discounts,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,kWh Attributable,kW Attributable
Unit,,,,,,,per kWh,per kWh,per kW,per kWh,per kW,per kWh,per cust/mo,per kWh,per cust/mo,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,%,Penalty,Disc,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,per kWh,per kWh,per kWh,,
3217,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,171.52,34.26,,84.34,,27.28,,,,18.03,6.56,0.11,8.14,1.71,3.52,0.0042,,,,,Nov-2015,10-26-2015,11-25-2015,,,,,,,,,,,,,,,,,,65.3542,0.0
3218,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,273.62,54.65,,134.55,,43.52,,,,28.76,10.46,0.17,12.98,2.72,5.61,0.0067,,,,,Nov-2015,10-26-2015,11-25-2015,,,,,,,,,,,,,,,,,,104.22670000000001,0.0
3219,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,457.40,91.35,,224.92,,72.74,,,,48.08,17.48,0.28,21.71,4.55,9.37,0.0112,,,,,Nov-2015,10-26-2015,11-25-2015,,,,,,,,,,,,,,,,,,174.22119999999998,0.0
3220,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,710.60,141.91,,349.43,,113.01,,,,74.70,27.16,0.44,33.72,7.06,14.56,0.0174,,,,,Nov-2015,10-26-2015,11-25-2015,,,,,,,,,,,,,,,,,,270.66740000000004,0.0
3221,Residential,0 TO 20 KWH,,,0.0,20,3.8436,0.7484,,1.0012,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,,,100.00%,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.7227000000000001,0.0
3222,Residential,21 TO 50 KWH,,,21.0,50,3.8436,0.7484,,1.0012,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,,,50.00%,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.7227000000000001,0.0
3223,Residential,51 TO 70 KWH,,,51.0,70,3.8436,0.7484,,1.0012,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,,,35.00%,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.7227000000000001,0.0
3224,Residential,71 TO 100 KWH,,,71.0,100,3.8436,0.7484,,1.0012,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,,,20.00%,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.7227000000000001,0.0
3225,Residential,101 TO 200 KWH,,,101.0,200,3.8436,0.7484,,1.0012,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.8026,0.0
3226,Residential,201 TO 300 KWH,,,201.0,300,3.8436,0.7484,,1.3183,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.8026,0.0
3227,Residential,301 TO 400 KWH,,,301.0,400,3.8436,0.7484,,1.6175,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.8026,0.0
3228,Residential,OVER 400 KWH,,,400.0,,3.8436,0.7484,,2.1387,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.8026,0.0
3229,General Service A,0 TO 200 KWH,,,0.0,200,3.8436,0.7484,,1.0012,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,5%,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.8026,0.0
3230,General Service A,201 TO 300 KWH,,,201.0,300,3.8436,0.7484,,1.3183,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,5%,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.8026,0.0
3231,General Service A,301 TO 400 KWH,,,301.0,400,3.8436,0.7484,,1.6175,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,5%,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.8026,0.0
3232,General Service A,OVER 400 KWH,,,400.0,,3.8436,0.7484,,2.1387,,0.5085,16.73,0.3377,5.00,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,5%,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.8026,0.0
3233,General Service B,General Service B,5.0,40.0,,,3.8436,,230.5885,0.1368,237.15,,371.48,,362.34,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.9564,0.0
3234,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,3.8436,,259.1120,0.1368,237.15,,845.17,,849.44,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.9564,0.0
3235,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,3.8436,,259.1120,0.1368,237.15,,"3,505.46",,"3,525.12",0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.9564,0.0
3236,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,3.8436,,259.1120,0.1368,237.15,,"12,726.30",,"12,075.11",0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.9564,0.0
3237,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,3.8436,,267.4157,0.0513,182.66,,845.17,,849.44,0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.7094,0.0
3238,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,3.8436,,267.4157,0.0513,182.66,,"3,505.46",,"3,525.12",0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.7094,0.0
3239,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,3.8436,,267.4157,0.0513,182.66,,"12,726.30",,"12,075.11",0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.7094,0.0
3240,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,3.8436,,306.7980,0.0513,182.66,,845.17,,849.44,0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.7094,0.0
3241,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,3.8436,,306.7980,0.0513,182.66,,"3,505.46",,"3,525.12",0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.7094,0.0
3242,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,3.8436,,306.7980,0.0513,182.66,,"12,726.30",,"12,075.11",0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.7094,0.0
3243,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,3.8436,,223.7475,0.0513,143.32,,"3,505.46",,"3,525.12",0.0372,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.5934999999999999,0.0
3244,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,3.8436,,223.7475,0.0513,143.32,,"12,726.30",,"12,075.11",0.0372,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,3%,1.4%,0.7%,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.5934999999999999,0.0
3245,GHMSCI,GHMSCI,,,,,3.8436,0.8500,,0.8667,,,278.59,,278.46,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,0.9564,0.0
3246,FLAT STREETLIGHTS,Per kWh,,,,,3.8436,0.7583,,2.0082,,0.6495,,,,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,1.6059,0.0
3247,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,161.43,31.85,,84.34,,27.28,,,,16.80,6.56,0.11,8.14,5.21,3.35,0.0042,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,67.4542,0.0
3248,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,257.52,50.81,,134.55,,43.52,,,,26.81,10.46,0.17,12.98,8.31,5.35,0.0067,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,107.6067,0.0
3249,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,430.48,84.93,,224.92,,72.74,,,,44.81,17.48,0.28,21.71,13.89,8.94,0.0112,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,179.8612,0.0
3250,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,668.79,131.94,,349.43,,113.01,,,,69.62,27.16,0.44,33.72,21.58,13.89,0.0174,,,,,Nov-2016,10-26-2016,11-25-2016,,,,,,,,,,,,,,,,,,279.4374,0.0
3251,Residential,0 TO 20 KWH,,,0.0,20,4.9080,0.7561,,1.0012,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,,,100.00%,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.8724999999999998,0.0
3252,Residential,21 TO 50 KWH,,,21.0,50,4.9080,0.7561,,1.0012,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,,,50.00%,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.8724999999999998,0.0
3253,Residential,51 TO 70 KWH,,,51.0,70,4.9080,0.7561,,1.0012,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,,,35.00%,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.8724999999999998,0.0
3254,Residential,71 TO 100 KWH,,,71.0,100,4.9080,0.7561,,1.0012,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,,,20.00%,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.8724999999999998,0.0
3255,Residential,101 TO 200 KWH,,,101.0,200,4.9080,0.7561,,1.0012,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.9544,0.0
3256,Residential,201 TO 300 KWH,,,201.0,300,4.9080,0.7561,,1.3183,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.9544,0.0
3257,Residential,301 TO 400 KWH,,,301.0,400,4.9080,0.7561,,1.6175,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.9544,0.0
3258,Residential,OVER 400 KWH,,,400.0,,4.9080,0.7561,,2.1387,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.9544,0.0
3259,General Service A,0 TO 200 KWH,,,0.0,200,4.9080,0.7561,,1.0012,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,5%,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.9544,0.0
3260,General Service A,201 TO 300 KWH,,,201.0,300,4.9080,0.7561,,1.3183,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,5%,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.9544,0.0
3261,General Service A,301 TO 400 KWH,,,301.0,400,4.9080,0.7561,,1.6175,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,5%,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.9544,0.0
3262,General Service A,OVER 400 KWH,,,400.0,,4.9080,0.7561,,2.1387,,0.5085,16.73,0.3377,5.00,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,5%,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.9544,0.0
3263,General Service B,General Service B,5.0,40.0,,,4.9080,,230.3188,0.1368,237.15,,371.48,,362.34,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.1082,0.0
3264,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,4.9080,,260.7430,0.1368,237.15,,845.17,,849.44,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.1082,0.0
3265,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,4.9080,,260.7430,0.1368,237.15,,"3,505.46",,"3,525.12",0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.1082,0.0
3266,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,4.9080,,260.7430,0.1368,237.15,,"12,726.30",,"12,075.11",0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.1082,0.0
3267,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,4.9080,,278.1519,0.0513,182.66,,845.17,,849.44,0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,0.8376,0.0
3268,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,4.9080,,278.1519,0.0513,182.66,,"3,505.46",,"3,525.12",0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,0.8376,0.0
3269,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,4.9080,,278.1519,0.0513,182.66,,"12,726.30",,"12,075.11",0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,0.8376,0.0
3270,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,4.9080,,318.1677,0.0513,182.66,,845.17,,849.44,0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,0.8376,0.0
3271,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,4.9080,,318.1677,0.0513,182.66,,"3,505.46",,"3,525.12",0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,0.8376,0.0
3272,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,4.9080,,318.1677,0.0513,182.66,,"12,726.30",,"12,075.11",0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,0.8376,0.0
3273,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,4.9080,,235.3995,0.0513,143.32,,"3,505.46",,"3,525.12",0.0547,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,0.6985,0.0
3274,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,4.9080,,235.3995,0.0513,143.32,,"12,726.30",,"12,075.11",0.0547,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,3%,1.4%,0.7%,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,0.6985,0.0
3275,GHMSCI,GHMSCI,,,,,4.9080,0.8529,,0.8667,,,278.59,,278.46,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.1082,0.0
3276,FLAT STREETLIGHTS,Per kWh,,,,,4.9080,0.7663,,2.0082,,0.6495,,,,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,0.0265,,,,,,,,,,,,1.7576999999999998,0.0
3277,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,206.14,32.18,,84.34,,27.28,,,,19.50,6.56,0.11,8.14,7.69,3.44,0.0042,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,1.11,,,,,,,,,,,,73.83420000000001,0.0
3278,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,328.84,51.34,,134.55,,43.52,,,,31.11,10.46,0.17,12.98,12.26,5.48,0.0067,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,1.78,,,,,,,,,,,,117.7667,0.0
3279,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,549.70,85.83,,224.92,,72.74,,,,52.01,17.48,0.28,21.71,20.50,9.16,0.0112,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,2.97,,,,,,,,,,,,196.8612,0.0
3280,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,853.99,133.34,,349.43,,113.01,,,,80.81,27.16,0.44,33.72,31.84,14.23,0.0174,,,,,Nov-2017,10-26-2017,11-25-2017,,,,,,4.61,,,,,,,,,,,,305.8374,0.0
3281,Residential,0 TO 20 KWH,,,0.0,20,5.2725,0.6823,,1.0012,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,,,100.00%,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9438999999999997,0.0
3282,Residential,21 TO 50 KWH,,,21.0,50,5.2725,0.6823,,1.0012,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,,,50.00%,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9438999999999997,0.0
3283,Residential,51 TO 70 KWH,,,51.0,70,5.2725,0.6823,,1.0012,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,,,35.00%,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9438999999999997,0.0
3284,Residential,71 TO 100 KWH,,,71.0,100,5.2725,0.6823,,1.0012,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,,,20.00%,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9438999999999997,0.0
3285,Residential,101 TO 200 KWH,,,101.0,200,5.2725,0.6823,,1.0012,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0281000000000002,0.0
3286,Residential,201 TO 300 KWH,,,201.0,300,5.2725,0.6823,,1.3183,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0281000000000002,0.0
3287,Residential,301 TO 400 KWH,,,301.0,400,5.2725,0.6823,,1.6175,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0281000000000002,0.0
3288,Residential,OVER 400 KWH,,,400.0,,5.2725,0.6823,,2.1387,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0281000000000002,0.0
3289,General Service A,0 TO 200 KWH,,,0.0,200,5.2725,0.6823,,1.0012,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,5%,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0281000000000002,0.0
3290,General Service A,201 TO 300 KWH,,,201.0,300,5.2725,0.6823,,1.3183,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,5%,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0281000000000002,0.0
3291,General Service A,301 TO 400 KWH,,,301.0,400,5.2725,0.6823,,1.6175,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,5%,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0281000000000002,0.0
3292,General Service A,OVER 400 KWH,,,400.0,,5.2725,0.6823,,2.1387,,0.5085,16.73,0.3377,5.00,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,5%,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0281000000000002,0.0
3293,General Service B,General Service B,5.0,40.0,,,5.2725,,208.6200,0.1368,237.15,,371.48,,362.34,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1819000000000002,0.0
3294,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,5.2725,,235.2900,0.1368,237.15,,845.17,,849.44,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1819000000000002,0.0
3295,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,5.2725,,235.2900,0.1368,237.15,,"3,505.46",,"3,525.12",0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1819000000000002,0.0
3296,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,5.2725,,235.2900,0.1368,237.15,,"12,726.30",,"12,075.11",0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1819000000000002,0.0
3297,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,5.2725,,254.3500,0.0513,182.66,,845.17,,849.44,0.2152,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9346,0.0
3298,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,5.2725,,254.3500,0.0513,182.66,,"3,505.46",,"3,525.12",0.2152,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9346,0.0
3299,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,5.2725,,254.3500,0.0513,182.66,,"12,726.30",,"12,075.11",0.2152,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9346,0.0
3300,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,5.2725,,287.7400,0.0513,182.66,,845.17,,849.44,0.2152,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9346,0.0
