Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Supply Period,Supply Period Start,Supply Period End,kWh Attributable,kW Attributable,Generation Charge,Transmission Charge,Distribution Charge,Supply Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,Total per kWh,Transmission Charge,Distribution Charge,Total per kW,Supply Charge,Metering Charge,Total per cust/mo,Lifeline Discount,Special Discount,For Lifeline: Applicable Discounts,Total %,Power Factor Adj,Power Factor Adj
Unit,,,,,,,,,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,,per kW,per kW,,per cust/mo,per cust/mo,,%,%,%,,Penalty,Disc
77,GP 115 KV / 69 KV,GP 115 KV / 69 KV,,,,,Apr-15,03-26-15,04-25-15,0.6172,0.0,5.4121,,0.0578,,,0.0678,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,,,,,,,,,,,,,,,,0.675,277.52,161.50,439.02,"14,340.72","13,606.92",0.0,,3%,,3.0,1.4%,0.7%
78,GHMSCI,GHMSCI,,,,,Apr-15,03-26-15,04-25-15,1.1073,0.0,5.4121,1.1277,0.9767,,,0.5579,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,,,,,,,,,,,,,,,,3.2117,,,0.0,313.93,313.78,627.71,,,,0.0,,
79,FLAT STREETLIGHTS,Per kWh,,,,,Apr-15,03-26-15,04-25-15,1.8392,0.0,5.4121,0.9403,2.2630,0.7319,,0.5579,0.1561,0.0025,0.1938,0.0406,0.1563,0.0001,,,,,,,,,,,,,,,,,5.0425,,,0.0,,,0.0,,,,0.0,,
80,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Apr-15,03-26-15,04-25-15,77.2542,0.0,227.31,39.49,95.05,30.74,,23.43,6.56,0.11,8.14,1.71,6.56,0.0042,,,,,,,,,,,,,,,,,211.7942,,,0.0,,,0.0,,,,0.0,,
81,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Apr-15,03-26-15,04-25-15,123.22670000000001,0.0,362.61,63.00,151.62,49.04,,37.38,10.46,0.17,12.98,2.72,10.47,0.0067,,,,,,,,,,,,,,,,,337.8467,,,0.0,,,0.0,,,,0.0,,
82,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Apr-15,03-26-15,04-25-15,205.9912,0.0,606.16,105.31,253.46,81.97,,62.48,17.48,0.28,21.71,4.55,17.51,0.0112,,,,,,,,,,,,,,,,,564.7612,,,0.0,,,0.0,,,,0.0,,
83,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Apr-15,03-26-15,04-25-15,320.01739999999995,0.0,941.71,163.61,393.76,127.35,,97.07,27.16,0.44,33.72,7.06,27.20,0.0174,,,,,,,,,,,,,,,,,877.3874,,,0.0,,,0.0,,,,0.0,,
84,Residential,0 TO 20 KWH,,,0.0,20,Apr-16,03-26-16,04-25-16,1.7715,0.0,4.0966,0.9549,1.0012,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.7276,,,0.0,16.73,5.00,21.73,100.00%,,,100.0,,
85,Residential,21 TO 50 KWH,,,21.0,50,Apr-16,03-26-16,04-25-16,1.7715,0.0,4.0966,0.9549,1.0012,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.7276,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
86,Residential,51 TO 70 KWH,,,51.0,70,Apr-16,03-26-16,04-25-16,1.7715,0.0,4.0966,0.9549,1.0012,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.7276,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
87,Residential,71 TO 100 KWH,,,71.0,100,Apr-16,03-26-16,04-25-16,1.7715,0.0,4.0966,0.9549,1.0012,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.7276,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
88,Residential,101 TO 200 KWH,,,101.0,200,Apr-16,03-26-16,04-25-16,1.8725999999999998,0.0,4.0966,0.9549,1.0012,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,3.8286999999999995,,,0.0,16.73,5.00,21.73,,,,0.0,,
89,Residential,201 TO 300 KWH,,,201.0,300,Apr-16,03-26-16,04-25-16,1.8725999999999998,0.0,4.0966,0.9549,1.3183,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,4.1457999999999995,,,0.0,16.73,5.00,21.73,,,,0.0,,
90,Residential,301 TO 400 KWH,,,301.0,400,Apr-16,03-26-16,04-25-16,1.8725999999999998,0.0,4.0966,0.9549,1.6175,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,4.444999999999999,,,0.0,16.73,5.00,21.73,,,,0.0,,
91,Residential,OVER 400 KWH,,,400.0,,Apr-16,03-26-16,04-25-16,1.8725999999999998,0.0,4.0966,0.9549,2.1387,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,4.966200000000001,,,0.0,16.73,5.00,21.73,,,,0.0,,
92,General Service A,0 TO 200 KWH,,,0.0,200,Apr-16,03-26-16,04-25-16,1.8725999999999998,0.0,4.0966,0.9549,1.0012,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,3.8286999999999995,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
93,General Service A,201 TO 300 KWH,,,201.0,300,Apr-16,03-26-16,04-25-16,1.8725999999999998,0.0,4.0966,0.9549,1.3183,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,4.1457999999999995,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
94,General Service A,301 TO 400 KWH,,,301.0,400,Apr-16,03-26-16,04-25-16,1.8725999999999998,0.0,4.0966,0.9549,1.6175,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,4.444999999999999,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
95,General Service A,OVER 400 KWH,,,400.0,,Apr-16,03-26-16,04-25-16,1.8725999999999998,0.0,4.0966,0.9549,2.1387,0.5085,0.3377,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,4.966200000000001,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
96,General Service B,General Service B,5.0,40.0,,,Apr-16,03-26-16,04-25-16,1.0264,0.0,4.0966,,0.1368,,,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,1.1632,295.8685,237.15,533.0185,371.48,362.34,733.8199999999999,,3%,,3.0,,
97,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Apr-16,03-26-16,04-25-16,1.0264,0.0,4.0966,,0.1368,,,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,1.1632,325.7420,237.15,562.892,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
98,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Apr-16,03-26-16,04-25-16,1.0264,0.0,4.0966,,0.1368,,,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,1.1632,325.7420,237.15,562.892,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
99,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Apr-16,03-26-16,04-25-16,1.0264,0.0,4.0966,,0.1368,,,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,1.1632,325.7420,237.15,562.892,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
100,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Apr-16,03-26-16,04-25-16,0.7474,0.0,4.0966,,0.0513,,,0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,0.7987,332.0657,182.66,514.7257,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
101,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Apr-16,03-26-16,04-25-16,0.7474,0.0,4.0966,,0.0513,,,0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,0.7987,332.0657,182.66,514.7257,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
102,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Apr-16,03-26-16,04-25-16,0.7474,0.0,4.0966,,0.0513,,,0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,0.7987,332.0657,182.66,514.7257,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
103,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Apr-16,03-26-16,04-25-16,0.7474,0.0,4.0966,,0.0513,,,0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,0.7987,368.5380,182.66,551.198,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
104,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Apr-16,03-26-16,04-25-16,0.7474,0.0,4.0966,,0.0513,,,0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,0.7987,368.5380,182.66,551.198,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
105,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Apr-16,03-26-16,04-25-16,0.7474,0.0,4.0966,,0.0513,,,0.1699,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,0.7987,368.5380,182.66,551.198,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
106,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Apr-16,03-26-16,04-25-16,0.6228,0.0,4.0966,,0.0513,,,0.0453,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,0.6740999999999999,285.4875,143.32,428.8075,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
107,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Apr-16,03-26-16,04-25-16,0.6228,0.0,4.0966,,0.0513,,,0.0453,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,0.6740999999999999,285.4875,143.32,428.8075,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
108,GHMSCI,GHMSCI,,,,,Apr-16,03-26-16,04-25-16,1.0264,0.0,4.0966,1.1381,0.8667,,,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,3.0312,,,0.0,278.59,278.46,557.05,,,,0.0,,
109,FLAT STREETLIGHTS,Per kWh,,,,,Apr-16,03-26-16,04-25-16,1.6759,0.0,4.0966,0.9638,2.0082,0.6495,,0.4489,0.1561,0.0025,0.1938,0.1240,0.1010,0.0001,,,,,,,,,,,,,,,,,4.6479,,,0.0,,,0.0,,,,0.0,,
110,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Apr-16,03-26-16,04-25-16,70.3942,0.0,172.06,40.48,84.34,27.28,,18.85,6.56,0.11,8.14,5.21,4.24,0.0042,,,,,,,,,,,,,,,,,195.21419999999998,,,0.0,,,0.0,,,,0.0,,
111,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Apr-16,03-26-16,04-25-16,112.2967,0.0,274.47,64.57,134.55,43.52,,30.08,10.46,0.17,12.98,8.31,6.77,0.0067,,,,,,,,,,,,,,,,,311.41670000000005,,,0.0,,,0.0,,,,0.0,,
112,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Apr-16,03-26-16,04-25-16,187.7012,0.0,458.82,107.95,224.92,72.74,,50.28,17.48,0.28,21.71,13.89,11.31,0.0112,,,,,,,,,,,,,,,,,520.5712,,,0.0,,,0.0,,,,0.0,,
113,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Apr-16,03-26-16,04-25-16,291.6074,0.0,712.81,167.70,349.43,113.01,,78.11,27.16,0.44,33.72,21.58,17.57,0.0174,,,,,,,,,,,,,,,,,808.7374,,,0.0,,,0.0,,,,0.0,,
114,Residential,0 TO 20 KWH,,,0.0,20,Apr-17,03-26-17,04-25-17,1.8233000000000001,0.0,5.0965,0.8298,1.0012,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.6543,,,0.0,16.73,5.00,21.73,100.00%,,,100.0,,
115,Residential,21 TO 50 KWH,,,21.0,50,Apr-17,03-26-17,04-25-17,1.8233000000000001,0.0,5.0965,0.8298,1.0012,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.6543,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
116,Residential,51 TO 70 KWH,,,51.0,70,Apr-17,03-26-17,04-25-17,1.8233000000000001,0.0,5.0965,0.8298,1.0012,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.6543,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
117,Residential,71 TO 100 KWH,,,71.0,100,Apr-17,03-26-17,04-25-17,1.8233000000000001,0.0,5.0965,0.8298,1.0012,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.6543,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
118,Residential,101 TO 200 KWH,,,101.0,200,Apr-17,03-26-17,04-25-17,1.948,0.0,5.0965,0.8298,1.0012,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,3.779,,,0.0,16.73,5.00,21.73,,,,0.0,,
119,Residential,201 TO 300 KWH,,,201.0,300,Apr-17,03-26-17,04-25-17,1.948,0.0,5.0965,0.8298,1.3183,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,4.0961,,,0.0,16.73,5.00,21.73,,,,0.0,,
120,Residential,301 TO 400 KWH,,,301.0,400,Apr-17,03-26-17,04-25-17,1.948,0.0,5.0965,0.8298,1.6175,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,4.3953,,,0.0,16.73,5.00,21.73,,,,0.0,,
121,Residential,OVER 400 KWH,,,400.0,,Apr-17,03-26-17,04-25-17,1.948,0.0,5.0965,0.8298,2.1387,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,4.916500000000001,,,0.0,16.73,5.00,21.73,,,,0.0,,
122,General Service A,0 TO 200 KWH,,,0.0,200,Apr-17,03-26-17,04-25-17,1.948,0.0,5.0965,0.8298,1.0012,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,3.779,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
123,General Service A,201 TO 300 KWH,,,201.0,300,Apr-17,03-26-17,04-25-17,1.948,0.0,5.0965,0.8298,1.3183,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,4.0961,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
124,General Service A,301 TO 400 KWH,,,301.0,400,Apr-17,03-26-17,04-25-17,1.948,0.0,5.0965,0.8298,1.6175,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,4.3953,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
125,General Service A,OVER 400 KWH,,,400.0,,Apr-17,03-26-17,04-25-17,1.948,0.0,5.0965,0.8298,2.1387,0.5085,0.3377,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,4.916500000000001,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
126,General Service B,General Service B,5.0,40.0,,,Apr-17,03-26-17,04-25-17,1.1018,0.0,5.0965,,0.1368,,,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,1.2386000000000001,261.5285,237.15,498.6785,371.48,362.34,733.8199999999999,,3%,,3.0,,
127,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Apr-17,03-26-17,04-25-17,1.1018,0.0,5.0965,,0.1368,,,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,1.2386000000000001,284.2620,237.15,521.412,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
128,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Apr-17,03-26-17,04-25-17,1.1018,0.0,5.0965,,0.1368,,,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,1.2386000000000001,284.2620,237.15,521.412,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
129,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Apr-17,03-26-17,04-25-17,1.1018,0.0,5.0965,,0.1368,,,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,1.2386000000000001,284.2620,237.15,521.412,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
130,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Apr-17,03-26-17,04-25-17,0.8027,0.0,5.0965,,0.0513,,,0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,0.8540000000000001,283.8057,182.66,466.46569999999997,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
131,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Apr-17,03-26-17,04-25-17,0.8027,0.0,5.0965,,0.0513,,,0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,0.8540000000000001,283.8057,182.66,466.46569999999997,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
132,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Apr-17,03-26-17,04-25-17,0.8027,0.0,5.0965,,0.0513,,,0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,0.8540000000000001,283.8057,182.66,466.46569999999997,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
133,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Apr-17,03-26-17,04-25-17,0.8027,0.0,5.0965,,0.0513,,,0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,0.8540000000000001,316.8280,182.66,499.48799999999994,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
134,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Apr-17,03-26-17,04-25-17,0.8027,0.0,5.0965,,0.0513,,,0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,0.8540000000000001,316.8280,182.66,499.48799999999994,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
135,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Apr-17,03-26-17,04-25-17,0.8027,0.0,5.0965,,0.0513,,,0.2016,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,0.8540000000000001,316.8280,182.66,499.48799999999994,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
136,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Apr-17,03-26-17,04-25-17,0.6515,0.0,5.0965,,0.0513,,,0.0504,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,0.7028,233.7775,143.32,377.09749999999997,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
137,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Apr-17,03-26-17,04-25-17,0.6515,0.0,5.0965,,0.0513,,,0.0504,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,0.7028,233.7775,143.32,377.09749999999997,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
138,GHMSCI,GHMSCI,,,,,Apr-17,03-26-17,04-25-17,1.1018,0.0,5.0965,1.0142,0.8667,,,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,2.9827000000000004,,,0.0,278.59,278.46,557.05,,,,0.0,,
139,FLAT STREETLIGHTS,Per kWh,,,,,Apr-17,03-26-17,04-25-17,1.7513,0.0,5.0965,0.8355,2.0082,0.6495,,0.5007,0.1561,0.0025,0.1938,0.1240,0.1246,0.0001,,,,,,,,,,,,,,,,,4.595,,,0.0,,,0.0,,,,0.0,,
140,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Apr-17,03-26-17,04-25-17,73.5642,0.0,214.05,35.09,84.34,27.28,,21.03,6.56,0.11,8.14,5.21,5.23,0.0042,,,,,,,,,,,,,,,,,192.9942,,,0.0,,,0.0,,,,0.0,,
141,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Apr-17,03-26-17,04-25-17,117.3467,0.0,341.47,55.98,134.55,43.52,,33.55,10.46,0.17,12.98,8.31,8.35,0.0067,,,,,,,,,,,,,,,,,307.8767,,,0.0,,,0.0,,,,0.0,,
142,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Apr-17,03-26-17,04-25-17,196.1512,0.0,570.81,93.58,224.92,72.74,,56.08,17.48,0.28,21.71,13.89,13.96,0.0112,,,,,,,,,,,,,,,,,514.6512,,,0.0,,,0.0,,,,0.0,,
143,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Apr-17,03-26-17,04-25-17,304.7274,0.0,886.79,145.38,349.43,113.01,,87.12,27.16,0.44,33.72,21.58,21.68,0.0174,,,,,,,,,,,,,,,,,799.5373999999999,,,0.0,,,0.0,,,,0.0,,
144,Residential,0 TO 20 KWH,,,0.0,20,Apr-18,03-26-18,04-25-18,1.9252999999999998,0.0,5.4735,0.8739,1.0012,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,,,,,,,,0.0265,,,,,,,,,,,3.8004000000000002,,,0.0,16.73,5.00,21.73,100.00%,,,100.0,,
145,Residential,21 TO 50 KWH,,,21.0,50,Apr-18,03-26-18,04-25-18,1.9252999999999998,0.0,5.4735,0.8739,1.0012,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,,,,,,,,0.0265,,,,,,,,,,,3.8004000000000002,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
146,Residential,51 TO 70 KWH,,,51.0,70,Apr-18,03-26-18,04-25-18,1.9252999999999998,0.0,5.4735,0.8739,1.0012,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,,,,,,,,0.0265,,,,,,,,,,,3.8004000000000002,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
147,Residential,71 TO 100 KWH,,,71.0,100,Apr-18,03-26-18,04-25-18,1.9252999999999998,0.0,5.4735,0.8739,1.0012,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,,,,,,,,0.0265,,,,,,,,,,,3.8004000000000002,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
148,Residential,101 TO 200 KWH,,,101.0,200,Apr-18,03-26-18,04-25-18,2.0369,0.0,5.4735,0.8739,1.0012,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,,0.0265,,,,,,,,,,,3.912,,,0.0,16.73,5.00,21.73,,,,0.0,,
149,Residential,201 TO 300 KWH,,,201.0,300,Apr-18,03-26-18,04-25-18,2.0369,0.0,5.4735,0.8739,1.3183,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,,0.0265,,,,,,,,,,,4.2291,,,0.0,16.73,5.00,21.73,,,,0.0,,
150,Residential,301 TO 400 KWH,,,301.0,400,Apr-18,03-26-18,04-25-18,2.0369,0.0,5.4735,0.8739,1.6175,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,,0.0265,,,,,,,,,,,4.5283,,,0.0,16.73,5.00,21.73,,,,0.0,,
151,Residential,OVER 400 KWH,,,400.0,,Apr-18,03-26-18,04-25-18,2.0369,0.0,5.4735,0.8739,2.1387,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,,0.0265,,,,,,,,,,,5.0495,,,0.0,16.73,5.00,21.73,,,,0.0,,
152,General Service A,0 TO 200 KWH,,,0.0,200,Apr-18,03-26-18,04-25-18,2.0369,0.0,5.4735,0.8739,1.0012,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,,0.0265,,,,,,,,,,,3.912,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
153,General Service A,201 TO 300 KWH,,,201.0,300,Apr-18,03-26-18,04-25-18,2.0369,0.0,5.4735,0.8739,1.3183,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,,0.0265,,,,,,,,,,,4.2291,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
154,General Service A,301 TO 400 KWH,,,301.0,400,Apr-18,03-26-18,04-25-18,2.0369,0.0,5.4735,0.8739,1.6175,0.5085,0.3377,0.5172,0.1561,0.0025,0.1938,0.1830,0.1115,0.0001,,,,,,0.0265,,,,,,,,,,,4.5283,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
